hansen_treeD;hansen_treeD_1km;Habitat
95;81.40219116;Shade_coffee
51;81.40219116;Shade_coffee
0;81.40219116;Shade_coffee
95;73.49623108;Secondary_Growth
95;81.26563263;Secondary_Growth
95;81.26563263;Secondary_Growth
95;81.26563263;Secondary_Growth
90;73.49623108;Secondary_Growth
90;73.49623108;Secondary_Growth
90;73.49623108;Mature_forest
90;85.66732025;Secondary_Growth
90;85.66732025;Secondary_Growth
90;85.66732025;Mature_forest
95;85.66732025;Mature_forest
90;85.66732025;Mature_forest
99;85.66732025;Secondary_Growth
100;85.69706726;Secondary_Growth
95;85.69706726;Secondary_Growth
95;91.19317627;Secondary_Growth
95;91.19317627;Secondary_Growth
95;91.19317627;Mature_forest
95;91.19317627;Mature_forest
90;91.19317627;Secondary_Growth
95;91.19317627;Mature_forest
90;92.50920105;Mature_forest
90;92.61013794;Mature_forest
90;92.61013794;Mature_forest
90;92.61013794;Mature_forest
93;92.61013794;Mature_forest
93;79.29582977;Secondary_Growth
89;79.29582977;Secondary_Growth
71;79.29582977;Mature_forest
90;79.29582977;Mature_forest
90;79.29582977;Secondary_Growth
90;79.29582977;Mature_forest
89;91.29969788;Mature_forest
99;91.29969788;Mature_forest
90;91.64938354;Secondary_Growth
90;91.64938354;Secondary_Growth
95;91.64938354;Secondary_Growth
90;91.64938354;Mature_forest
74;91.87703705;Mature_forest
90;91.87703705;Mature_forest
90;91.87703705;Mature_forest
90;83.84040833;Mature_forest
95;86.66078949;Secondary_Growth
95;86.66078949;Secondary_Growth
91;86.66078949;Secondary_Growth
72;86.66078949;Secondary_Growth
90;86.66078949;Secondary_Growth
60;86.66078949;Secondary_Growth
61;91.87703705;Secondary_Growth
90;91.87703705;Secondary_Growth
90;91.87703705;Mature_forest
90;91.87703705;Mature_forest
90;91.87703705;Mature_forest
90;91.87703705;Mature_forest
90;91.87703705;Mature_forest
95;89.09527588;Mature_forest
95;86.40930176;Secondary_Growth
90;86.40930176;Secondary_Growth
90;86.40930176;Mature_forest
90;89.09527588;Mature_forest
90;89.09527588;Mature_forest
90;89.09527588;Secondary_Growth
95;90.76593781;Mature_forest
95;90.76593781;Mature_forest
95;90.76593781;Mature_forest
90;90.76593781;Mature_forest
93;90.76593781;Secondary_Growth
95;91.80039215;Mature_forest
60;80.31226349;Mature_forest
77;83.1181488;Mature_forest
85;83.1181488;Secondary_Growth
90;83.1181488;Secondary_Growth
81;83.1181488;Mature_forest
71;83.1181488;Mature_forest
89;77.89211273;Mature_forest
72;81.58778381;Mature_forest
90;81.58778381;Mature_forest
85;81.58778381;Mature_forest
89;79.23023987;Forest_fragment/Riparian_strip
95;80.80241394;Secondary_Growth
90;80.80241394;Forest_fragment/Riparian_strip
93;80.80241394;Secondary_Growth
92;80.80241394;Forest_fragment/Riparian_strip
90;80.80241394;Forest_fragment/Riparian_strip
95;86.09531403;Mature_forest
95;86.09531403;Mature_forest
95;81.40219116;Mature_forest
95;81.40219116;Shade_coffee
95;86.09531403;Secondary_Growth
97;81.40219116;Mature_forest
95;79.12628174;Shade_coffee
95;79.12628174;Shade_coffee
95;79.12628174;Shade_coffee
68;79.12628174;Shade_coffee
95;79.12628174;Shade_coffee
91;79.12628174;Shade_coffee
90;79.4533844;Live_Fence/Pasture
95;79.4533844;Shade_coffee
90;79.4533844;Forest_fragment/Riparian_strip
68;79.4533844;Forest_fragment/Riparian_strip
95;79.4533844;Shade_coffee
95;79.4533844;Shade_coffee
95;75.0851593;Shade_coffee
82;75.0851593;Shade_coffee
94;79.4533844;Shade_coffee
82;79.12628174;Shade_coffee
56;79.12628174;Live_Fence/Pasture
82;77.29299927;Shade_coffee
89;88.98243713;Mature_forest
68;88.98243713;Mature_forest
89;90.60147095;Secondary_Growth
89;90.85016632;Secondary_Growth
92;90.85016632;Secondary_Growth
90;92.28081512;Mature_forest
95;89.4444809;Mature_forest
32;89.4444809;Live_Fence/Pasture
90;89.4444809;Mature_forest
67;90.28385162;Mature_forest
90;90.28385162;Mature_forest
90;90.28385162;Live_Fence/Pasture
68;74.22852325;Mature_forest
10;78.9829483;Secondary_Growth
97;78.9829483;Mature_forest
99;74.22852325;Mature_forest
92;79.53808594;Secondary_Growth
0;74.22852325;Secondary_Growth
89;71.57424927;Mature_forest
0;71.57424927;Secondary_Growth
95;71.57424927;Mature_forest
26;71.57424927;Secondary_Growth
98;71.57424927;Mature_forest
15;60.95753098;Forest_fragment/Riparian_strip
89;79.35671997;Mature_forest
90;87.10770416;Mature_forest
98;87.10770416;Mature_forest
90;87.10770416;Mature_forest
90;88.14265442;Mature_forest
90;88.14265442;Secondary_Growth
74;88.14265442;Mature_forest
94;88.14265442;Secondary_Growth
90;88.14265442;Mature_forest
90;88.3990097;Mature_forest
90;87.48184967;Mature_forest
90;87.48184967;Mature_forest
90;71.38269043;Forest_fragment/Riparian_strip
95;60.79270172;Forest_fragment/Riparian_strip
90;60.53300858;Forest_fragment/Riparian_strip
90;60.53300858;Forest_fragment/Riparian_strip
71;67.51037598;Forest_fragment/Riparian_strip
30;79.06358337;Live_Fence/Pasture
74;85.40753174;Forest_fragment/Riparian_strip
95;85.40753174;Mature_forest
76;84.33590698;Forest_fragment/Riparian_strip
74;84.33590698;Forest_fragment/Riparian_strip
76;84.58888245;Forest_fragment/Riparian_strip
0;57.46756363;Live_Fence/Pasture
39;33.75167084;Live_Fence/Pasture
29;33.75167084;Forest_fragment/Riparian_strip
47;57.46756363;Sun_coffee
0;57.46756363;Live_Fence/Pasture
81;60.0082283;Shade_coffee
82;60.0082283;Forest_fragment/Riparian_strip
43;60.0082283;Sun_coffee
78;60.0082283;Shade_coffee
78;60.0082283;Live_Fence/Pasture
39;60.0082283;Live_Fence/Pasture
90;60.0082283;Secondary_Growth
31;43.00318146;Secondary_Growth
90;43.00318146;Secondary_Growth
34;13.82694626;Mature_forest
2;13.82694626;Mature_forest
95;13.82694626;Mature_forest
0;13.82694626;Live_Fence/Pasture
44;13.82694626;Forest_fragment/Riparian_strip
90;80.50391388;Mature_forest
90;80.50391388;Mature_forest
90;80.50391388;Mature_forest
90;85.10045624;Mature_forest
90;85.10045624;Mature_forest
77;85.10045624;Mature_forest
90;85.10045624;Mature_forest
90;84.04781342;Mature_forest
90;84.04781342;Mature_forest
93;84.04781342;Mature_forest
90;84.04781342;Mature_forest
90;84.04781342;Mature_forest
99;84.04781342;Mature_forest
99;94.22180176;Mature_forest
99;94.22180176;Mature_forest
99;94.22180176;Mature_forest
100;94.22180176;Mature_forest
98;93.99333191;Mature_forest
100;94.22180176;Mature_forest
100;93.99333191;Mature_forest
99;94.22180176;Mature_forest
97;93.99333191;Mature_forest
89;94.22180176;Secondary_Growth
97;94.22180176;Mature_forest
100;94.22180176;Mature_forest
98;93.99333191;Mature_forest
96;93.99333191;Secondary_Growth
97;93.99333191;Mature_forest
98;93.99333191;Mature_forest
100;86.99269867;Secondary_Growth
77;81.15071869;Secondary_Growth
94;81.15071869;Mature_forest
95;81.15071869;Mature_forest
95;81.15071869;Secondary_Growth
95;82.6232605;Mature_forest
93;82.27616119;Mature_forest
93;82.27616119;Mature_forest
94;82.27616119;Secondary_Growth
92;82.27616119;Shade_coffee
95;82.27616119;Mature_forest
95;82.27616119;Mature_forest
95;82.27616119;Mature_forest
95;82.27616119;Secondary_Growth
95;82.6232605;Mature_forest
95;82.6232605;Mature_forest
95;82.6232605;Forest_fragment/Riparian_strip
0;81.15071869;Secondary_Growth
48;81.15071869;Shade_coffee
95;79.91126251;Mature_forest
79;81.15071869;Forest_fragment/Riparian_strip
95;77.69371796;Mature_forest
95;77.69371796;Secondary_Growth
95;79.70714569;Mature_forest
95;79.70714569;Mature_forest
86;84.88172913;Secondary_Growth
67;84.88172913;Secondary_Growth
63;84.88172913;Live_Fence/Pasture
90;84.88172913;Secondary_Growth
90;84.88172913;Secondary_Growth
90;84.88172913;Secondary_Growth
86;84.69692993;Mature_forest
90;75.46002197;Secondary_Growth
82;75.46002197;Secondary_Growth
82;75.46002197;Secondary_Growth
77;75.46002197;Secondary_Growth
95;67.98117828;Secondary_Growth
95;67.98117828;Mature_forest
95;67.98117828;Mature_forest
99;67.98117828;Mature_forest
100;67.98117828;Mature_forest
100;67.98117828;Mature_forest
98;67.98117828;Mature_forest
95;75.11575317;Mature_forest
95;75.11575317;Secondary_Growth
82;75.11575317;Secondary_Growth
100;75.11575317;Mature_forest
99;75.11575317;Secondary_Growth
90;75.11575317;Forest_fragment/Riparian_strip
91;81.13928986;Mature_forest
66;88.31851959;Secondary_Growth
90;88.31851959;Secondary_Growth
90;87.16716003;Mature_forest
37;87.16716003;Secondary_Growth
71;82.71882629;Mature_forest
0;82.71882629;Mature_forest
71;82.71882629;Mature_forest
81;82.71882629;Mature_forest
95;82.77727509;Mature_forest
94;82.77727509;Mature_forest
90;88.29657745;Mature_forest
95;88.45529175;Mature_forest
95;88.45529175;Mature_forest
80;89.46035767;Mature_forest
95;85.25514984;Mature_forest
95;85.25514984;Mature_forest
90;85.25514984;Mature_forest
72;85.25514984;Secondary_Growth
95;86.56800079;Mature_forest
90;86.56800079;Mature_forest
90;86.56800079;Secondary_Growth
77;79.04889679;Secondary_Growth
90;64.64774323;Shade_coffee
90;72.36672211;Shade_coffee
90;72.36672211;Secondary_Growth
90;72.36672211;Shade_coffee
90;72.36672211;Shade_coffee
90;72.36672211;Shade_coffee
90;72.36672211;Shade_coffee
90;69.45988464;Shade_coffee
90;72.16950989;Shade_coffee
90;72.36672211;Shade_coffee
94;72.36672211;Shade_coffee
94;72.36672211;Shade_coffee
90;72.36672211;Shade_coffee
90;53.3774147;Shade_coffee
10;53.3774147;Shade_coffee
90;53.3774147;Shade_coffee
34;64.64774323;Shade_coffee
44;64.64774323;Shade_coffee
43;64.64774323;Shade_coffee
90;64.64774323;Shade_coffee
4;53.3774147;Live_Fence/Pasture
0;63.19145203;Sun_coffee
0;53.3774147;Shade_coffee
90;53.3774147;Shade_coffee
90;53.3774147;Shade_coffee
70;53.3774147;Shade_coffee
90;53.3774147;Shade_coffee
0;53.3774147;Live_Fence/Pasture
90;53.3774147;Shade_coffee
82;53.3774147;Shade_coffee
59;72.36672211;Shade_coffee
52;72.36672211;Shade_coffee
90;72.36672211;Shade_coffee
76;47.32069778;Forest_fragment/Riparian_strip
76;66.88504791;Secondary_Growth
90;66.88504791;Mature_forest
90;66.88504791;Mature_forest
90;66.88504791;Secondary_Growth
90;66.88504791;Mature_forest
95;73.08895874;Secondary_Growth
90;90.44792175;Mature_forest
95;90.44792175;Secondary_Growth
90;90.44792175;Mature_forest
95;90.44792175;Mature_forest
93;90.44792175;Mature_forest
90;90.44792175;Secondary_Growth
90;90.44792175;Secondary_Growth
95;90.44792175;Mature_forest
95;90.44792175;Secondary_Growth
95;90.44792175;Secondary_Growth
95;89.55482483;Mature_forest
90;58.45341492;Forest_fragment/Riparian_strip
90;58.45341492;Forest_fragment/Riparian_strip
76;58.45341492;Shade_coffee
14;58.45341492;Live_Fence/Pasture
0;58.45341492;Live_Fence/Pasture
77;58.45341492;Shade_coffee
90;58.45341492;Shade_coffee
0;71.43783569;Live_Fence/Pasture
74;71.43783569;Shade_coffee
90;62.77673721;Shade_coffee
60;62.77673721;Shade_coffee
54;62.77673721;Shade_coffee
74;62.77673721;Live_Fence/Pasture
72;69.42925262;Shade_coffee
80;69.42925262;Shade_coffee
74;69.42925262;Live_Fence/Pasture
95;62.77673721;Shade_coffee
75;69.42925262;Shade_coffee
90;69.42925262;Live_Fence/Pasture
21;69.42925262;Shade_coffee
95;90.16953278;Mature_forest
95;90.16953278;Mature_forest
90;90.16953278;Mature_forest
95;90.16953278;Mature_forest
95;91.12931824;Mature_forest
97;91.12931824;Mature_forest
90;91.12931824;Mature_forest
95;91.12931824;Mature_forest
95;91.12931824;Mature_forest
90;91.12931824;Mature_forest
90;91.12931824;Mature_forest
90;91.12931824;Mature_forest
90;91.37001801;Mature_forest
85;91.37001801;Mature_forest
95;91.37001801;Secondary_Growth
95;91.37001801;Secondary_Growth
90;91.37001801;Secondary_Growth
95;91.37001801;Mature_forest
90;91.45491791;Mature_forest
94;91.45491791;Secondary_Growth
91;90.24169922;Mature_forest
74;82.29673004;Forest_fragment/Riparian_strip
79;82.29673004;Secondary_Growth
95;82.29673004;Shade_coffee
95;82.29673004;Shade_coffee
79;82.29673004;Forest_fragment/Riparian_strip
95;82.29673004;Forest_fragment/Riparian_strip
94;82.29673004;Shade_coffee
94;90.47718048;Mature_forest
58;90.47718048;Mature_forest
72;88.87426758;Mature_forest
95;88.87426758;Mature_forest
95;88.87426758;Secondary_Growth
95;88.87426758;Secondary_Growth
95;88.87426758;Secondary_Growth
95;88.27159882;Mature_forest
95;88.27159882;Mature_forest
95;88.52082062;Secondary_Growth
95;88.27159882;Mature_forest
60;88.27159882;Secondary_Growth
90;88.27159882;Mature_forest
51;88.14643097;Secondary_Growth
98;88.14643097;Secondary_Growth
73;86.95296478;Mature_forest
90;86.95296478;Secondary_Growth
0;86.95296478;Mature_forest
75;78.74823761;Secondary_Growth
95;87.81904602;Mature_forest
95;87.81904602;Secondary_Growth
95;87.81904602;Mature_forest
95;87.81904602;Mature_forest
95;87.81904602;Mature_forest
95;87.81904602;Mature_forest
95;93.27297211;Mature_forest
95;93.27297211;Mature_forest
95;93.27297211;Mature_forest
89;93.98269653;Mature_forest
95;93.98269653;Mature_forest
95;92.28287506;Mature_forest
95;93.98269653;Mature_forest
95;93.98269653;Mature_forest
90;82.39964294;Shade_coffee
91;81.5065918;Forest_fragment/Riparian_strip
89;81.5065918;Shade_coffee
95;88.21117401;Secondary_Growth
95;88.21117401;Secondary_Growth
91;88.21117401;Mature_forest
94;88.21117401;Mature_forest
95;86.16864777;Mature_forest
95;86.16864777;Mature_forest
95;86.16864777;Mature_forest
95;88.76998138;Secondary_Growth
95;85.18437195;Sun_coffee
86;85.18437195;Sun_coffee
14;82.43190765;Mature_forest
90;82.43190765;Mature_forest
90;82.43190765;Secondary_Growth
94;90.58268738;Secondary_Growth
95;87.54074097;Secondary_Growth
97;87.54074097;Mature_forest
95;87.54074097;Mature_forest
90;87.54074097;Mature_forest
90;87.54074097;Mature_forest
95;87.54074097;Secondary_Growth
90;87.54074097;Mature_forest
90;88.05738831;Mature_forest
90;88.05738831;Mature_forest
78;62.10979462;Secondary_Growth
90;62.10979462;Secondary_Growth
0;50.11223602;Live_Fence/Pasture
90;62.10979462;Shade_coffee
59;62.10979462;Secondary_Growth
38;50.11223602;Sun_coffee
12;50.11223602;Live_Fence/Pasture
5;50.11223602;Live_Fence/Pasture
76;50.11223602;Live_Fence/Pasture
35;50.11223602;Live_Fence/Pasture
57;65.32241821;Live_Fence/Pasture
76;50.11223602;Live_Fence/Pasture
34;50.11223602;Live_Fence/Pasture
99;94.22180176;Mature_forest
96;98.4627533;Mature_forest
100;98.4627533;Mature_forest
97;98.4627533;Secondary_Growth
100;98.4627533;Secondary_Growth
100;98.4627533;Secondary_Growth
99;98.4627533;Mature_forest
99;98.4627533;Mature_forest
100;98.4627533;Mature_forest
97;95.00734711;Mature_forest
100;98.4627533;Mature_forest
100;98.4627533;Mature_forest
100;98.4627533;Mature_forest
99;95.00734711;Mature_forest
40;81.15071869;Secondary_Growth
9;81.15071869;Secondary_Growth
95;77.69371796;Mature_forest
95;79.70714569;Secondary_Growth
90;79.70714569;Secondary_Growth
90;84.88172913;Secondary_Growth
90;84.88172913;Secondary_Growth
76;84.88172913;Secondary_Growth
80;84.88172913;Secondary_Growth
95;84.88172913;Secondary_Growth
90;84.88172913;Secondary_Growth
89;84.88172913;Mature_forest
89;84.88172913;Mature_forest
90;80.82414246;Secondary_Growth
90;80.82414246;Secondary_Growth
94;67.98117828;Secondary_Growth
95;67.98117828;Secondary_Growth
94;67.98117828;Secondary_Growth
76;67.98117828;Secondary_Growth
100;67.98117828;Secondary_Growth
100;67.98117828;Mature_forest
98;67.98117828;Mature_forest
98;75.11575317;Mature_forest
99;75.11575317;Mature_forest
99;75.11575317;Secondary_Growth
99;75.11575317;Secondary_Growth
90;75.11575317;Secondary_Growth
90;81.13928986;Secondary_Growth
95;81.13928986;Secondary_Growth
95;88.31851959;Secondary_Growth
95;88.31851959;Secondary_Growth
90;87.16716003;Secondary_Growth
50;87.16716003;Secondary_Growth
76;82.71882629;Secondary_Growth
79;82.71882629;Mature_forest
71;82.71882629;Mature_forest
90;82.77727509;Mature_forest
74;82.77727509;Mature_forest
90;88.29657745;Mature_forest
90;88.29657745;Mature_forest
95;88.45529175;Secondary_Growth
95;88.45529175;Secondary_Growth
90;88.45529175;Mature_forest
90;85.25514984;Mature_forest
90;85.25514984;Mature_forest
66;85.25514984;Mature_forest
90;79.04889679;Secondary_Growth
95;86.56800079;Secondary_Growth
90;86.56800079;Mature_forest
90;79.04889679;Mature_forest
90;82.43190765;Secondary_Growth
94;82.43190765;Secondary_Growth
69;82.43190765;Secondary_Growth
90;82.43190765;Secondary_Growth
94;82.43190765;Secondary_Growth
95;87.54074097;Secondary_Growth
95;87.54074097;Secondary_Growth
95;87.54074097;Secondary_Growth
95;87.54074097;Mature_forest
90;87.54074097;Mature_forest
90;87.54074097;Mature_forest
95;87.54074097;Secondary_Growth
90;87.54074097;Mature_forest
90;87.54074097;Mature_forest
99;88.05738831;Mature_forest
90;88.05738831;Mature_forest
90;88.05738831;Mature_forest
82;62.10979462;Secondary_Growth
95;62.10979462;Mature_forest
78;50.11223602;Shade_coffee
90;62.10979462;Shade_coffee
82;62.10979462;Shade_coffee
9;62.10979462;Live_Fence/Pasture
22;62.10979462;Live_Fence/Pasture
63;62.10979462;Shade_coffee
46;62.10979462;Secondary_Growth
15;62.10979462;Sun_coffee
74;62.10979462;Shade_coffee
65;62.10979462;Sun_coffee
89;79.35671997;Mature_forest
90;87.10770416;Mature_forest
90;87.10770416;Mature_forest
74;87.10770416;Mature_forest
90;87.10770416;Mature_forest
96;87.10770416;Mature_forest
90;88.14265442;Mature_forest
92;88.14265442;Secondary_Growth
90;88.14265442;Secondary_Growth
72;88.14265442;Mature_forest
90;87.48184967;Mature_forest
90;87.48184967;Mature_forest
90;87.48184967;Mature_forest
72;87.48184967;Mature_forest
81;71.38269043;Forest_fragment/Riparian_strip
90;60.79270172;Forest_fragment/Riparian_strip
6;60.53300858;Secondary_Growth
90;60.53300858;Mature_forest
90;67.51037598;Secondary_Growth
76;79.06358337;Secondary_Growth
75;85.40753174;Forest_fragment/Riparian_strip
95;85.40753174;Forest_fragment/Riparian_strip
90;84.33590698;Mature_forest
90;84.33590698;Forest_fragment/Riparian_strip
89;84.33590698;Forest_fragment/Riparian_strip
90;43.00318146;Shade_coffee
90;43.00318146;Sun_coffee
79;67.80950928;Shade_coffee
0;67.80950928;Forest_fragment/Riparian_strip
6;67.80950928;Secondary_Growth
0;67.80950928;Shade_coffee
81;67.80950928;Sun_coffee
83;67.80950928;Shade_coffee
81;67.80950928;Mature_forest
90;67.80950928;Shade_coffee
79;67.80950928;Sun_coffee
73;43.00318146;Live_Fence/Pasture
0;43.00318146;Live_Fence/Pasture
0;13.82694626;Mature_forest
89;13.82694626;Mature_forest
83;13.82694626;Mature_forest
95;13.82694626;Mature_forest
0;13.82694626;Forest_fragment/Riparian_strip
37;13.82694626;Forest_fragment/Riparian_strip
20;13.82694626;Forest_fragment/Riparian_strip
81;80.50391388;Mature_forest
75;80.50391388;Mature_forest
90;80.50391388;Mature_forest
90;85.10045624;Mature_forest
90;85.10045624;Mature_forest
90;85.10045624;Mature_forest
90;84.04781342;Mature_forest
90;84.04781342;Mature_forest
93;84.04781342;Mature_forest
90;84.04781342;Mature_forest
95;84.04781342;Mature_forest
82;84.04781342;Mature_forest
93;88.98243713;Mature_forest
90;88.98243713;Mature_forest
76;88.98243713;Secondary_Growth
68;88.98243713;Mature_forest
85;90.60147095;Mature_forest
95;90.85016632;Secondary_Growth
85;90.85016632;Secondary_Growth
90;90.85016632;Mature_forest
76;89.4444809;Secondary_Growth
17;89.4444809;Mature_forest
89;90.28385162;Secondary_Growth
51;90.28385162;Secondary_Growth
90;90.28385162;Secondary_Growth
0;74.22852325;Secondary_Growth
90;79.5587616;Mature_forest
58;78.9829483;Secondary_Growth
97;79.53808594;Secondary_Growth
97;74.22852325;Mature_forest
83;74.22852325;Mature_forest
48;64.69204712;Secondary_Growth
55;71.57424927;Secondary_Growth
91;71.57424927;Mature_forest
98;71.57424927;Mature_forest
13;71.57424927;Secondary_Growth
98;71.57424927;Mature_forest
98;71.57424927;Mature_forest
90;88.14643097;Secondary_Growth
93;88.14643097;Secondary_Growth
90;88.14643097;Secondary_Growth
89;88.14643097;Mature_forest
63;86.95296478;Secondary_Growth
45;86.95296478;Secondary_Growth
89;78.74823761;Secondary_Growth
96;78.74823761;Mature_forest
95;87.81904602;Mature_forest
95;87.81904602;Mature_forest
99;87.81904602;Mature_forest
95;87.81904602;Mature_forest
97;87.81904602;Mature_forest
95;93.27297211;Mature_forest
97;93.27297211;Mature_forest
95;93.27297211;Mature_forest
95;93.27297211;Mature_forest
95;93.98269653;Mature_forest
97;93.98269653;Mature_forest
95;93.98269653;Mature_forest
95;93.98269653;Mature_forest
76;81.5065918;Sun_coffee
95;81.5065918;Forest_fragment/Riparian_strip
72;81.5065918;Sun_coffee
90;88.21117401;Secondary_Growth
95;88.21117401;Mature_forest
95;88.21117401;Mature_forest
94;88.21117401;Mature_forest
97;88.21117401;Mature_forest
95;86.16864777;Mature_forest
95;86.16864777;Mature_forest
90;86.16864777;Mature_forest
99;88.76998138;Mature_forest
95;88.76998138;Secondary_Growth
90;85.18437195;Secondary_Growth
99;85.18437195;Sun_coffee
90;85.6584549;Mature_forest
81;85.6584549;Secondary_Growth
95;83.57977295;Secondary_Growth
71;80.27516174;Secondary_Growth
61;80.27516174;Secondary_Growth
81;81.46889496;Secondary_Growth
90;81.46889496;Secondary_Growth
90;81.46889496;Secondary_Growth
86;64.14103699;Secondary_Growth
40;64.14103699;Secondary_Growth
77;64.14103699;Secondary_Growth
95;85.6584549;Secondary_Growth
37;23.09507751;Paramo
93;23.09507751;Paramo
66;55.87391663;Paramo
13;55.87391663;Paramo
57;55.87391663;Paramo
47;55.87391663;Paramo
44;55.87391663;Paramo
14;55.87391663;Paramo
71;55.87391663;Paramo
7;55.87391663;Paramo
36;35.71627045;Paramo
47;35.71627045;Paramo
34;35.71627045;Paramo
68;35.71627045;Paramo
0;35.71627045;Paramo
63;35.71627045;Paramo
73;35.71627045;Paramo
69;48.77608871;Paramo
0;1.89098084;Paramo
0;1.89098084;Paramo
0;1.89098084;Paramo
44;1.89098084;Paramo
0;1.013773084;Paramo
0;1.89098084;Paramo
86;50.69686508;Mature_forest
62;50.69686508;Mature_forest
63;50.69686508;Mature_forest
0;54.04579163;Mature_forest
45;62.62576294;Secondary_Growth
0;43.87380219;Mature_forest
0;36.19743729;Paramo
0;36.19743729;Paramo
0;50.69686508;Mature_forest
0;50.69686508;Mature_forest
78;54.04579163;Mature_forest
87;54.04579163;Mature_forest
0;43.87380219;Mature_forest
0;36.19743729;Mature_forest
0;38.29496765;Paramo
72;50.69686508;Mature_forest
59;50.69686508;Mature_forest
68;54.04579163;Mature_forest
62;54.04579163;Mature_forest
0;43.87380219;Mature_forest
44;36.19743729;Paramo
0;38.29496765;Paramo
