Complex,SPRmlF,SPRF,SPRml,SPRuv
C2,,,21.155,0.7600698
C2,,,21.156,0.7480472
C2,,,21.157,0.7442045
C2,,,21.157,0.7728686
C2,,,21.158,0.7839517
C2,,,21.159,0.7778933
C2,,,21.16,0.7919496
C2,,,21.161,0.8074027
C2,,,21.162,0.7880421
C2,,,21.162,0.7714329
C2,,,21.163,0.7657275
C2,,,21.164,0.7462054
C2,,,21.165,0.7336804
C2,,,21.166,0.7397511
C2,,,21.167,0.7567424
C2,,,21.167,0.7577116
C2,,,21.168,0.7627147
C2,,,21.169,0.7618478
C2,,,21.17,0.7474383
C2,,,21.171,0.7676172
C2,,,21.172,0.7825009
C2,,,21.172,0.7817159
C2,,,21.173,0.7960903
C2,,,21.174,0.7994363
C2,,,21.175,0.7910578
C2,,,21.176,0.7934142
C2,,,21.177,0.7963542
C2,,,21.177,0.7829279
C2,,,21.178,0.7665189
C2,,,21.179,0.7492387
C2,,,21.18,0.7463952
C2,,,21.181,0.7636166
C2,,,21.182,0.7688885
C2,,,21.182,0.7619231
C2,,,21.183,0.7648689
C2,,,21.184,0.7687598
C2,,,21.185,0.7705243
C2,,,21.186,0.778599
C2,,,21.187,0.7797292
C2,,,21.187,0.7692901
C2,,,21.188,0.7607833
C2,,,21.189,0.7541879
C2,,,21.19,0.7506155
C2,,,21.191,0.7635853
C2,,,21.192,0.7663057
C2,,,21.192,0.77812
C2,,,21.193,0.7937722
C2,,,21.194,0.8004261
C2,,,21.195,0.7796986
C2,,,21.196,0.7492977
C2,,,21.197,0.7577119
C2,,,21.197,0.7610441
C2,,,21.198,0.7468597
C2,,,21.199,0.7470326
C2,,,21.2,0.7542589
C2,,,21.201,0.757223
C2,,,21.202,0.7464254
C2,,,21.202,0.7470692
C2,,,21.203,0.7549618
C2,,,21.204,0.760644
C2,,,21.205,0.7618577
C2,,,21.206,0.7702556
C2,,,21.207,0.7946311
C2,,,21.207,0.78224
C2,,,21.208,0.7686374
C2,,,21.209,0.7800974
C2,,,21.21,0.7763724
C2,,,21.211,0.7603105
C2,,,21.212,0.7577833
C2,,,21.212,0.7519964
C2,,,21.213,0.7497861
C2,,,21.214,0.7680672
C2,,,21.215,0.7756582
C2,,,21.216,0.7686255
C2,,,21.217,0.7502719
C2,,,21.217,0.7428662
C2,,,21.218,0.7534431
C2,,,21.219,0.758477
C2,,,21.22,0.7527184
C2,,,21.221,0.7479559
C2,,,21.222,0.7538795
C2,,,21.222,0.7589509
C2,,,21.223,0.7798736
C2,,,21.224,0.7934837
C2,,,21.225,0.7711844
C2,,,21.226,0.7562652
C2,,,21.227,0.7675349
C2,,,21.227,0.7695518
C2,,,21.228,0.7567187
C2,,,21.229,0.7442764
C2,,,21.23,0.7383896
C2,,,21.231,0.7403063
C2,,,21.232,0.7430283
C2,,,21.232,0.7455693
C2,,,21.233,0.7663928
C2,,,21.234,0.7751036
C2,,,21.235,0.7645018
C2,,,21.236,0.7556477
C2,,,21.237,0.7503735
C2,,,21.237,0.7516597
C2,,,21.238,0.7573003
C2,,,21.239,0.754995
C2,,,21.24,0.7472625
C2,,,21.241,0.7565022
C2,,,21.242,0.7550485
C2,,,21.242,0.7514263
C2,,,21.243,0.774695
C2,,,21.244,0.7679753
C2,,,21.245,0.7600532
C2,,,21.246,0.7578261
C2,,,21.247,0.7418715
C2,,,21.247,0.7479407
C2,,,21.248,0.7730172
C2,,,21.249,0.7904522
C2,,,21.25,0.8244167
C2,,,21.251,0.8152826
C2,,,21.252,0.7657562
C2,,,21.252,0.761641
C2,,,21.253,0.7490115
C2,,,21.254,0.7659542
C2,,,21.255,0.7969462
C2,,,21.256,0.7668573
C2,,,21.257,0.7296951
C2,,,21.257,0.7405879
C2,,,21.258,0.7550563
C2,,,21.259,0.729084
C2,,,21.26,0.7319628
C2,,,21.261,0.7406926
C2,,,21.262,0.7119198
C2,,,21.262,0.7305942
C2,,,21.263,0.7668464
C2,,,21.264,0.7525474
C2,,,21.265,0.757601
C2,,,21.266,0.7638299
C2,,,21.267,0.7698271
C2,,,21.267,0.7880377
C2,,,21.268,0.7636056
C2,,,21.269,0.7445949
C2,,,21.27,0.7444546
C2,,,21.271,0.7537013
C2,,,21.272,0.759848
C2,,,21.272,0.7596957
C2,,,21.273,0.7733232
C2,,,21.274,0.7606606
C2,,,21.275,0.7505435
C2,,,21.276,0.753316
C2,,,21.277,0.7430425
C2,,,21.277,0.7460037
C2,,,21.278,0.7481292
C2,,,21.279,0.7331624
C2,,,21.28,0.7294323
C2,,,21.281,0.7428032
C2,,,21.282,0.7558207
C2,,,21.282,0.7483765
C2,,,21.283,0.7442994
C2,,,21.284,0.7587705
C2,,,21.285,0.7566808
C2,,,21.286,0.7472171
C2,,,21.287,0.7525058
C2,,,21.287,0.7565607
C2,,,21.288,0.7478769
C2,,,21.289,0.7446636
C2,,,21.29,0.7608827
C2,,,21.291,0.7831354
C2,,,21.292,0.7721123
C2,,,21.292,0.7573525
C2,,,21.293,0.7641969
C2,,,21.294,0.757489
C2,,,21.295,0.7599954
C2,,,21.296,0.7717961
C2,,,21.296,0.7543387
C2,,,21.297,0.7466024
C2,,,21.298,0.7668065
C2,,,21.299,0.776108
C2,,,21.3,0.749025
C2,,,21.301,0.7438248
C2,,,21.301,0.7533689
C2,,,21.302,0.7576817
C2,,,21.303,0.7548253
C2,,,21.304,0.7515673
C2,,,21.305,0.7631122
C2,,,21.306,0.7639846
C2,,,21.306,0.7600554
C2,,,21.307,0.7683745
C2,,,21.308,0.762061
C2,,,21.309,0.7604489
C2,,,21.31,0.7748585
C2,,,21.311,0.7973026
C2,,,21.311,0.7950102
C2,,,21.312,0.7658436
C2,,,21.313,0.7643045
C2,,,21.314,0.7749755
C2,,,21.315,0.7869606
C2,,,21.316,0.7951431
C2,,,21.316,0.8192292
C2,,,21.317,0.8117489
C2,,,21.318,0.7732557
C2,,,21.319,0.7526266
C2,,,21.32,0.7587413
C2,,,21.321,0.7738035
C2,,,21.321,0.7837535
C2,,,21.322,0.7740629
C2,,,21.323,0.7854605
C2,,,21.324,0.8102233
C2,,,21.325,0.7884605
C2,,,21.326,0.7678471
C2,,,21.326,0.7629691
C2,,,21.327,0.7731276
C2,,,21.328,0.780419
C2,,,21.329,0.7802814
C2,,,21.33,0.7736319
C2,,,21.331,0.7717629
C2,,,21.331,0.7713287
C2,,,21.332,0.7696365
C2,,,21.333,0.7861785
C2,,,21.334,0.7917181
C2,,,21.335,0.7710764
C2,,,21.336,0.7626601
C2,,,21.336,0.7668948
C2,,,21.337,0.760013
C2,,,21.338,0.7683464
C2,,,21.339,0.7783387
C2,,,21.34,0.7824515
C2,,,21.341,0.7955104
C2,,,21.341,0.8077264
C2,,,21.342,0.7782955
C2,,,21.343,0.7665713
C2,,,21.344,0.793431
C2,,,21.345,0.7832181
C2,,,21.346,0.7596718
C2,,,21.346,0.7415439
C2,,,21.347,0.7486653
C2,,,21.348,0.7716802
C2,,,21.349,0.7699357
C2,,,21.35,0.7825042
C2,,,21.351,0.7943287
C2,,,21.351,0.7758235
C2,,,21.352,0.7789074
C2,,,21.353,0.778187
C2,,,21.354,0.7770058
C2,,,21.355,0.7628937
C2,,,21.356,0.7351449
C2,,,21.356,0.7496698
C2,,,21.357,0.771661
C2,,,21.358,0.7680095
C2,,,21.359,0.7628872
C2,,,21.36,0.7615
C2,,,21.361,0.7615038
C2,,,21.361,0.7671607
C2,,,21.362,0.771559
C2,,,21.363,0.786135
C2,,,21.364,0.7852461
C2,,,21.365,0.7450187
C2,,,21.366,0.7381032
C2,,,21.366,0.7631383
C2,,,21.367,0.7684899
C2,,,21.368,0.7492172
C2,,,21.369,0.7490302
C2,,,21.37,0.7706411
C2,,,21.371,0.7720039
C2,,,21.371,0.7756165
C2,,,21.372,0.7459781
C2,,,21.373,0.7276011
C2,,,21.374,0.7658593
C2,,,21.375,0.7770181
C2,,,21.376,0.767374
C2,,,21.376,0.7809936
C2,,,21.377,0.7510468
C2,,,21.378,0.7159991
C2,,,21.379,0.7347336
C2,,,21.38,0.7395691
C2,,,21.381,0.7293658
C2,,,21.381,0.7658638
C2,,,21.382,0.7920265
C2,,,21.383,0.7904642
C2,,,21.384,0.7743342
C2,,,21.385,0.7467151
C2,,,21.386,0.7604647
C2,,,21.386,0.7684726
C2,,,21.387,0.7810295
C2,,,21.388,0.7770194
C2,,,21.389,0.7523099
C2,,,21.39,0.7708467
C2,,,21.391,0.8044988
C2,,,21.391,0.7943583
C2,,,21.392,0.7684101
C2,,,21.393,0.7775198
C2,,,21.394,0.7811555
C2,,,21.395,0.7803676
C2,,,21.396,0.7964647
C2,,,21.396,0.7995099
C2,,,21.397,0.7741536
C2,,,21.398,0.7551932
C2,,,21.399,0.7602419
C2,,,21.4,0.7849224
C2,,,21.401,0.7972183
C2,,,21.401,0.7708014
C2,,,21.402,0.7644828
C2,,,21.403,0.766746
C2,,,21.404,0.7813401
C2,,,21.405,0.8076496
C2,,,21.406,0.8020268
C2,,,21.406,0.7823921
C2,,,21.407,0.753485
C2,,,21.408,0.7779579
C2,,,21.409,0.8118382
C2,,,21.41,0.7960207
C2,,,21.411,0.7828357
C2,,,21.411,0.7909608
C2,,,21.412,0.8012239
C2,,,21.413,0.7681603
C2,,,21.414,0.7601605
C2,,,21.415,0.770475
C2,,,21.416,0.7551566
C2,,,21.416,0.7426872
C2,,,21.417,0.7577752
C2,,,21.418,0.7921181
C2,,,21.419,0.7797577
C2,,,21.42,0.7766196
C2,,,21.421,0.7670122
C2,,,21.421,0.7632525
C2,,,21.422,0.7767316
C2,,,21.423,0.7854267
C2,,,21.424,0.7909617
C2,,,21.425,0.7702602
C2,,,21.426,0.752417
C2,,,21.426,0.7716414
C2,,,21.427,0.7864838
C2,,,21.428,0.7519391
C2,,,21.429,0.7393491
C2,,,21.43,0.784497
C2,,,21.431,0.7929381
C2,,,21.431,0.7649913
C2,,,21.432,0.7565649
C2,,,21.433,0.760732
C2,,,21.434,0.7810787
C2,,,21.435,0.7737919
C2,,,21.435,0.7696575
C2,,,21.436,0.7635819
C2,,,21.437,0.7745681
C2,,,21.438,0.7646523
C2,,,21.439,0.7453372
C2,,,21.44,0.7615642
C2,,,21.44,0.7434815
C2,,,21.441,0.7414614
C2,,,21.442,0.7543016
C2,,,21.443,0.7744346
C2,,,21.444,0.7705233
C2,,,21.445,0.7550859
C2,,,21.445,0.7512978
C2,,,21.446,0.7434523
C2,,,21.447,0.7539673
C2,,,21.448,0.764791
C2,,,21.449,0.7539748
C2,,,21.45,0.7651584
C2,,,21.45,0.785911
C2,,,21.451,0.751995
C2,,,21.452,0.729157
C2,,,21.453,0.7430766
C2,,,21.454,0.7689995
C2,,,21.455,0.7957709
C2,,,21.455,0.7913568
C2,,,21.456,0.7677508
C2,,,21.457,0.7668093
C2,,,21.458,0.7720989
C2,,,21.459,0.7469265
C2,,,21.46,0.722358
C2,,,21.46,0.7620156
C2,,,21.461,0.7940825
C2,,,21.462,0.7699711
C2,,,21.463,0.7579253
C2,,,21.464,0.7474368
C2,,,21.465,0.7350597
C2,,,21.465,0.7510743
C2,,,21.466,0.779722
C2,,,21.467,0.7909799
C2,,,21.468,0.8029273
C2,,,21.469,0.811769
C2,,,21.47,0.7762595
C2,,,21.47,0.7564799
C2,,,21.471,0.7441757
C2,,,21.472,0.749285
C2,,,21.473,0.7673635
C2,,,21.474,0.760977
C2,,,21.475,0.7706505
C2,,,21.475,0.765081
C2,,,21.476,0.7600471
C2,,,21.477,0.7803512
C2,,,21.478,0.7811623
C2,,,21.479,0.7698929
C2,,,21.48,0.7783714
C2,,,21.48,0.7820193
C2,,,21.481,0.7776148
C2,,,21.482,0.7565961
C2,,,21.483,0.7421474
C2,,,21.484,0.7671213
C2,,,21.485,0.7747461
C2,,,21.485,0.7611722
C2,,,21.486,0.744512
C2,,,21.487,0.7450131
C2,,,21.488,0.7616307
C2,,,21.489,0.7661775
C2,,,21.49,0.7641915
C2,,,21.49,0.7729861
C2,,,21.491,0.7956356
C2,,,21.492,0.7684014
C2,,,21.493,0.7771452
C2,,,21.494,0.7779528
C2,,,21.495,0.7428232
C2,,,21.495,0.7498028
C2,,,21.496,0.77776
C2,,,21.497,0.7949103
C2,,,21.498,0.7671788
C2,,,21.499,0.7626488
C2,,,21.5,0.7751063
C2,,,21.5,0.7519507
C2,,,21.501,0.7616528
C2,,,21.502,0.7805048
C2,,,21.503,0.7599347
C2,,,21.504,0.740553
C2,,,21.505,0.7555908
C2,,,21.505,0.7692183
C2,,,21.506,0.7488251
C2,,,21.507,0.7378402
C2,,,21.508,0.7519065
C2,,,21.509,0.7726929
C2,,,21.51,0.7764306
C2,,,21.51,0.7824923
C2,,,21.511,0.7985901
C2,,,21.512,0.7899294
C2,,,21.513,0.7642111
C2,,,21.514,0.752121
C2,,,21.515,0.7696062
C2,,,21.515,0.781464
C2,,,21.516,0.7807214
C2,,,21.517,0.7866423
C2,,,21.518,0.780156
C2,,,21.519,0.7865033
C2,,,21.52,0.7977464
C2,,,21.52,0.7913436
C2,,,21.521,0.7849062
C2,,,21.522,0.7933701
C2,,,21.523,0.8123695
C2,,,21.524,0.8018393
C2,,,21.525,0.7828517
C2,,,21.525,0.7917142
C2,,,21.526,0.7857921
C2,,,21.527,0.7841587
C2,,,21.528,0.7817336
C2,,,21.529,0.7683879
C2,,,21.53,0.7907109
C2,,,21.53,0.7941039
C2,,,21.531,0.7851418
C2,,,21.532,0.7952194
C2,,,21.533,0.7800907
C2,,,21.534,0.7838315
C2,,,21.535,0.8150024
C2,,,21.535,0.8254673
C2,,,21.536,0.8000611
C2,,,21.537,0.7787852
C2,,,21.538,0.7961069
C2,,,21.539,0.7993346
C2,,,21.54,0.7989956
C2,,,21.54,0.7980959
C2,,,21.541,0.7885779
C2,,,21.542,0.777208
C2,,,21.543,0.7874767
C2,,,21.544,0.8103258
C2,,,21.545,0.8094975
C2,,,21.545,0.8338107
C2,,,21.546,0.848161
C2,,,21.547,0.8132048
C2,,,21.548,0.8175769
C2,,,21.549,0.8327646
C2,,,21.55,0.799426
C2,,,21.55,0.7773411
C2,,,21.551,0.7675566
C2,,,21.552,0.7692228
C2,,,21.553,0.7813161
C2,,,21.554,0.7775111
C2,,,21.555,0.7919216
C2,,,21.555,0.7941074
C2,,,21.556,0.7693872
C2,,,21.557,0.7616
C2,,,21.558,0.7546346
C2,,,21.559,0.7713887
C2,,,21.56,0.8042586
C2,,,21.56,0.8081648
C2,,,21.561,0.7903889
C2,,,21.562,0.7779904
C2,,,21.563,0.780887
C2,,,21.564,0.8044031
C2,,,21.565,0.809861
C2,,,21.565,0.8004687
C2,,,21.566,0.8027415
C2,,,21.567,0.8002695
C2,,,21.568,0.7917592
C2,,,21.569,0.7914187
C2,,,21.57,0.7908698
C2,,,21.57,0.7812493
C2,,,21.571,0.7714655
C2,,,21.572,0.793215
C2,,,21.573,0.8023308
C2,,,21.574,0.7920178
C2,,,21.575,0.8040229
C2,,,21.575,0.7932304
C2,,,21.576,0.8113176
C2,,,21.577,0.8382494
C2,,,21.578,0.806201
C2,,,21.579,0.7930259
C2,,,21.58,0.7947493
C2,,,21.58,0.7951811
C2,,,21.581,0.81265
C2,,,21.582,0.8031327
C2,,,21.583,0.7880097
C2,,,21.584,0.7913768
C2,,,21.584,0.7954677
C2,,,21.585,0.7804763
C2,,,21.586,0.7869944
C2,,,21.587,0.8044817
C2,,,21.588,0.7949187
C2,,,21.589,0.7768805
C2,,,21.589,0.7716621
C2,,,21.59,0.7747231
C2,,,21.591,0.7778909
C2,,,21.592,0.7868003
C2,,,21.593,0.7931328
C2,,,21.594,0.7926412
C2,,,21.594,0.7837808
C2,,,21.595,0.7732865
C2,,,21.596,0.7643032
C2,,,21.597,0.7724179
C2,,,21.598,0.8130377
C2,,,21.599,0.8307706
C2,,,21.599,0.8093113
C2,,,21.6,0.814694
C2,,,21.601,0.818403
C2,,,21.602,0.7957674
C2,,,21.603,0.7779256
C2,,,21.604,0.8003842
C2,,,21.604,0.8198568
C2,,,21.605,0.7877212
C2,,,21.606,0.7774809
C2,,,21.607,0.7781919
C2,,,21.608,0.7716665
C2,,,21.609,0.776339
C2,,,21.609,0.7786925
C2,,,21.61,0.7905397
C2,,,21.611,0.8249804
C2,,,21.612,0.8384808
C2,,,21.613,0.8177199
C2,,,21.614,0.8047773
C2,,,21.614,0.8016512
C2,,,21.615,0.8067964
C2,,,21.616,0.7973976
C2,,,21.617,0.7892414
C2,,,21.618,0.8032029
C2,,,21.619,0.8193421
C2,,,21.619,0.802443
C2,,,21.62,0.7843122
C2,,,21.621,0.8005282
C2,,,21.622,0.8136331
C2,,,21.623,0.8102608
C2,,,21.624,0.7894834
C2,,,21.624,0.7825189
C2,,,21.625,0.7965639
C2,,,21.626,0.7941213
C2,,,21.627,0.7883887
C2,,,21.628,0.8040736
C2,,,21.629,0.8298866
C2,,,21.629,0.8218302
C2,,,21.63,0.8050948
C2,,,21.631,0.808693
C2,,,21.632,0.8033054
C2,,,21.633,0.8127665
C2,,,21.634,0.8164639
C2,,,21.634,0.7996607
C2,,,21.635,0.7915218
C2,,,21.636,0.7940277
C2,,,21.637,0.8027783
C2,,,21.638,0.8067553
C2,,,21.639,0.7996964
C2,,,21.639,0.7811572
C2,,,21.64,0.7815028
C2,,,21.641,0.7946576
C2,,,21.642,0.800288
C2,,,21.643,0.806088
C2,,,21.644,0.795386
C2,,,21.644,0.7803036
C2,,,21.645,0.7831476
C2,,,21.646,0.7847965
C2,,,21.647,0.7819735
C2,,,21.648,0.7762045
C2,,,21.649,0.7635797
C2,,,21.649,0.7629375
C2,,,21.65,0.7604339
C2,,,21.651,0.7577013
C2,,,21.652,0.768985
C2,,,21.653,0.7704384
C2,,,21.654,0.767472
C2,,,21.654,0.7694467
C2,,,21.655,0.7813689
C2,,,21.656,0.7903423
C2,,,21.657,0.7830716
C2,,,21.658,0.7777587
C2,,,21.659,0.7814048
C2,,,21.659,0.7949089
C2,,,21.66,0.8016134
C2,,,21.661,0.7890382
C2,,,21.662,0.8050345
C2,,,21.663,0.8216906
C2,,,21.664,0.7971767
C2,,,21.664,0.7716965
C2,,,21.665,0.7723455
C2,,,21.666,0.7855279
C2,,,21.667,0.7763368
C2,,,21.668,0.7653834
C2,,,21.669,0.7584122
C2,,,21.669,0.759083
C2,,,21.67,0.7758949
C2,,,21.671,0.782756
C2,,,21.672,0.7733635
C2,,,21.673,0.781206
C2,,,21.674,0.7998449
C2,,,21.674,0.8030413
C2,,,21.675,0.7915686
C2,,,21.676,0.7890379
C2,,,21.677,0.7921626
C2,,,21.678,0.7871995
C2,,,21.679,0.7748934
C2,,,21.679,0.7813609
C2,,,21.68,0.8021049
C2,,,21.681,0.8103848
C2,,,21.682,0.7996142
C2,,,21.683,0.7831659
C2,,,21.684,0.7770061
C2,,,21.684,0.7745909
C2,,,21.685,0.7816594
C2,,,21.686,0.7732688
C2,,,21.687,0.7689384
C2,,,21.688,0.7885515
C2,,,21.689,0.7984528
C2,,,21.689,0.7895053
C2,,,21.69,0.7851901
C2,,,21.691,0.7846411
C2,,,21.692,0.7720207
C2,,,21.693,0.7764927
C2,,,21.694,0.7841921
C2,,,21.694,0.7768203
C2,,,21.695,0.7719343
C2,,,21.696,0.7561176
C2,,,21.697,0.7464383
C2,,,21.698,0.7659995
C2,,,21.699,0.7694388
C2,,,21.699,0.7726456
C2,,,21.7,0.7939199
C2,,,21.701,0.7819269
C2,,,21.702,0.7911155
C2,,,21.703,0.8157944
C2,,,21.704,0.801616
C2,,,21.704,0.7741486
C2,,,21.705,0.7624189
C2,,,21.706,0.7740601
C2,,,21.707,0.7762239
C2,,,21.708,0.7803075
C2,,,21.709,0.7988076
C2,,,21.709,0.7965552
C2,,,21.71,0.7880757
C2,,,21.711,0.7929457
C2,,,21.712,0.7872398
C2,,,21.713,0.7873108
C2,,,21.714,0.7937971
C2,,,21.714,0.7888795
C2,,,21.715,0.7795124
C2,,,21.716,0.7782738
C2,,,21.717,0.773709
C2,,,21.718,0.7647673
C2,,,21.719,0.7582586
C2,,,21.719,0.7676474
C2,,,21.72,0.7754262
C2,,,21.721,0.7704031
C2,,,21.722,0.7775993
C2,,,21.723,0.7861482
C2,,,21.723,0.7793313
C2,,,21.724,0.764297
C2,,,21.725,0.7583553
C2,,,21.726,0.7648523
C2,,,21.727,0.7744327
C2,,,21.728,0.762394
C2,,,21.728,0.7562996
C2,,,21.729,0.7758998
C2,,,21.73,0.7935097
C2,,,21.731,0.8012012
C2,,,21.732,0.7902017
C2,,,21.733,0.7711726
C2,,,21.733,0.7735311
C2,,,21.734,0.7921658
C2,,,21.735,0.8019108
C2,,,21.736,0.7919738
C2,,,21.737,0.7630488
C2,,,21.738,0.7595478
C2,,,21.738,0.780679
C2,,,21.739,0.7902879
C2,,,21.74,0.7939711
C2,,,21.741,0.7938926
C2,,,21.742,0.7934836
C2,,,21.743,0.79267
C2,,,21.743,0.7947201
C2,,,21.744,0.7934507
C2,,,21.745,0.7965155
C2,,,21.746,0.7991983
C2,,,21.747,0.7955537
C2,,,21.748,0.8069621
C2,,,21.748,0.8024708
C2,,,21.749,0.7759016
C2,,,21.75,0.7724076
C2,,,21.751,0.8013721
C2,,,21.752,0.8332198
C2,,,21.753,0.8254331
C2,,,21.753,0.8092349
C2,,,21.754,0.8027048
C2,,,21.755,0.792844
C2,,,21.756,0.809573
C2,,,21.757,0.8202097
C2,,,21.758,0.8037948
C2,,,21.758,0.7913768
C2,,,21.759,0.8024527
C2,,,21.76,0.8039199
C2,,,21.761,0.7852207
C2,,,21.762,0.7862191
C2,,,21.763,0.7983651
C2,,,21.763,0.7925612
C2,,,21.764,0.7874098
C2,,,21.765,0.7884089
C2,,,21.766,0.7783604
C2,,,21.767,0.7789552
C2,,,21.768,0.7948302
C2,,,21.768,0.8016536
C2,,,21.769,0.8135109
C2,,,21.77,0.8073908
C2,,,21.771,0.7742392
C2,,,21.772,0.7802907
C2,,,21.773,0.7965373
C2,,,21.773,0.7863011
C2,,,21.774,0.7892331
C2,,,21.775,0.7823076
C2,,,21.776,0.7620911
C2,,,21.777,0.7589742
C2,,,21.778,0.7668137
C2,,,21.778,0.7646061
C2,,,21.779,0.7830618
C2,,,21.78,0.7824253
C2,,,21.781,0.7630317
C2,,,21.782,0.7615302
C2,,,21.783,0.7803543
C2,,,21.783,0.7885805
C2,,,21.784,0.7788035
C2,,,21.785,0.7795296
C2,,,21.786,0.7832549
C2,,,21.787,0.7888463
C2,,,21.788,0.7950999
C2,,,21.788,0.7934952
C2,,,21.789,0.7844205
C2,,,21.79,0.7740923
C2,,,21.791,0.7765389
C2,,,21.792,0.7883856
C2,,,21.793,0.7821937
C2,,,21.793,0.7698759
C2,,,21.794,0.7601459
C2,,,21.795,0.759279
C2,,,21.796,0.763806
C2,,,21.797,0.7688911
C2,,,21.798,0.7913617
C2,,,21.798,0.7875692
C2,,,21.799,0.7503495
C2,,,21.8,0.737788
C2,,,21.801,0.7418065
C2,,,21.802,0.7489789
C2,,,21.803,0.7638717
C2,,,21.803,0.7688127
C2,,,21.804,0.7685205
C2,,,21.805,0.7632633
C2,,,21.806,0.7533793
C2,,,21.807,0.7483864
C2,,,21.808,0.7565155
C2,,,21.808,0.777028
C2,,,21.809,0.7928939
C2,,,21.81,0.7939122
C2,,,21.811,0.7889772
C2,,,21.812,0.7814939
C2,,,21.813,0.7814991
C2,,,21.813,0.7975123
C2,,,21.814,0.8081807
C2,,,21.815,0.8023937
C2,,,21.816,0.7809455
C2,,,21.817,0.7624006
C2,,,21.818,0.7730008
C2,,,21.818,0.7992368
C2,,,21.819,0.8095635
C2,,,21.82,0.8017684
C2,,,21.821,0.7949695
C2,,,21.822,0.7975956
C2,,,21.823,0.7984617
C2,,,21.823,0.7752755
C2,,,21.824,0.7463194
C2,,,21.825,0.7488519
C2,,,21.826,0.7621788
C2,,,21.827,0.7643021
C2,,,21.828,0.7649496
C2,,,21.828,0.7569489
C2,,,21.829,0.7468315
C2,,,21.83,0.7546838
C2,,,21.831,0.7792715
C2,,,21.832,0.7897694
C2,,,21.833,0.7865849
C2,,,21.833,0.7691788
C2,,,21.834,0.7629247
C2,,,21.835,0.7704644
C2,,,21.836,0.7646817
C2,,,21.837,0.7550467
C2,,,21.838,0.747227
C2,,,21.838,0.7509168
C2,,,21.839,0.7640507
C2,,,21.84,0.7683092
C2,,,21.841,0.7710116
C2,,,21.842,0.7766755
C2,,,21.843,0.7931818
C2,,,21.843,0.794197
C2,,,21.844,0.7756892
C2,,,21.845,0.7648297
C2,,,21.846,0.7575933
C2,,,21.847,0.7511218
C2,,,21.848,0.7538043
C2,,,21.848,0.7501258
C2,,,21.849,0.7517874
C2,,,21.85,0.7694125
C2,,,21.851,0.7726458
C2,,,21.852,0.7865692
C2,,,21.853,0.7979634
C2,,,21.853,0.7922931
C2,,,21.854,0.7957755
C2,,,21.855,0.8004128
C2,,,21.856,0.8081599
C2,,,21.857,0.8074095
C2,,,21.858,0.8039244
C2,,,21.858,0.8180927
C2,,,21.859,0.8246873
C2,,,21.86,0.8103566
C2,,,21.861,0.7978029
C2,,,21.862,0.8085586
C2,,,21.863,0.8164075
C2,,,21.863,0.8079552
C2,,,21.864,0.795098
C2,,,21.865,0.7857909
C2,,,21.866,0.7967091
C2,,,21.867,0.8074358
C2,,,21.867,0.8022016
C2,,,21.868,0.7973365
C2,,,21.869,0.8139074
C2,,,21.87,0.8268458
C2,,,21.871,0.8071129
C2,,,21.872,0.799871
C2,,,21.872,0.8056269
C2,,,21.873,0.7983603
C2,,,21.874,0.7925636
C2,,,21.875,0.7916494
C2,,,21.876,0.8056722
C2,,,21.877,0.8135383
C2,,,21.877,0.7964898
C2,,,21.878,0.7825728
C2,,,21.879,0.776608
C2,,,21.88,0.7729492
C2,,,21.881,0.7825632
C2,,,21.882,0.8128204
C2,,,21.882,0.8353921
C2,,,21.883,0.8258094
C2,,,21.884,0.8017351
C2,,,21.885,0.7898754
C2,,,21.886,0.7871425
C2,,,21.887,0.7818515
C2,,,21.887,0.7664337
C2,,,21.888,0.7691995
C2,,,21.889,0.7637308
C2,,,21.89,0.7535467
C2,,,21.891,0.7982397
C2,,,21.892,0.8272607
C2,,,21.892,0.8089545
C2,,,21.893,0.7860754
C2,,,21.894,0.7848216
C2,,,21.895,0.798035
C2,,,21.896,0.7937642
C2,,,21.897,0.8030655
C2,,,21.897,0.8080534
C2,,,21.898,0.7957515
C2,,,21.899,0.800795
C2,,,21.9,0.8004682
C2,,,21.901,0.7959432
C2,,,21.902,0.7935678
C2,,,21.902,0.7742447
C2,,,21.903,0.7877469
C2,,,21.904,0.8031837
C2,,,21.905,0.787735
C2,,,21.906,0.7948434
C2,,,21.907,0.8009119
C2,,,21.907,0.779028
C2,,,21.908,0.7762929
C2,,,21.909,0.8008425
C2,,,21.91,0.8126624
C2,,,21.911,0.7802958
C2,,,21.912,0.7580418
C2,,,21.912,0.763547
C2,,,21.913,0.7564272
C2,,,21.914,0.765424
C2,,,21.915,0.7867901
C2,,,21.916,0.7920963
C2,,,21.917,0.7754231
C2,,,21.917,0.7679074
C2,,,21.918,0.7946884
C2,,,21.919,0.8048523
C2,,,21.92,0.7893581
C2,,,21.921,0.7905994
C2,,,21.922,0.7797652
C2,,,21.922,0.778838
C2,,,21.923,0.8006347
C2,,,21.924,0.7959023
C2,,,21.925,0.7811571
C2,,,21.926,0.770506
C2,,,21.927,0.7598226
C2,,,21.927,0.7594578
C2,,,21.928,0.7728468
C2,,,21.929,0.7942091
C2,,,21.93,0.7975421
C2,,,21.931,0.7898808
C2,,,21.932,0.7912103
C2,,,21.932,0.7980164
C2,,,21.933,0.805916
C2,,,21.934,0.8004256
