Complex,SPRmlF,SPRF,SPRml,SPRuv
C1,,,12.671,24.72274
C1,,,12.672,24.71046
C1,,,12.672,24.69164
C1,,,12.673,24.63606
C1,,,12.674,24.5762
C1,,,12.675,24.55448
C1,,,12.676,24.57074
C1,,,12.677,24.55507
C1,,,12.677,24.52415
C1,,,12.678,24.51186
C1,,,12.679,24.48466
C1,,,12.68,24.47104
C1,,,12.681,24.46801
C1,,,12.682,24.4474
C1,,,12.682,24.41339
C1,,,12.683,24.39328
C1,,,12.684,24.37275
C1,,,12.685,24.33834
C1,,,12.686,24.31273
C1,,,12.687,24.30342
C1,,,12.687,24.29069
C1,,,12.688,24.2774
C1,,,12.689,24.27035
C1,,,12.69,24.24286
C1,,,12.691,24.20249
C1,,,12.692,24.165
C1,,,12.692,24.15726
C1,,,12.693,24.16627
C1,,,12.694,24.1358
C1,,,12.695,24.09641
C1,,,12.696,24.07919
C1,,,12.697,24.07441
C1,,,12.697,24.06999
C1,,,12.698,24.03648
C1,,,12.699,24.01296
C1,,,12.7,24.01805
C1,,,12.701,23.99114
C1,,,12.702,23.94079
C1,,,12.702,23.91412
C1,,,12.703,23.88265
C1,,,12.704,23.83892
C1,,,12.705,23.83081
C1,,,12.706,23.83669
C1,,,12.707,23.82744
C1,,,12.707,23.7885
C1,,,12.708,23.75666
C1,,,12.709,23.74809
C1,,,12.71,23.72676
C1,,,12.711,23.7065
C1,,,12.712,23.704
C1,,,12.712,23.68978
C1,,,12.713,23.66105
C1,,,12.714,23.65418
C1,,,12.715,23.64851
C1,,,12.716,23.6199
C1,,,12.717,23.5906
C1,,,12.717,23.55974
C1,,,12.718,23.52433
C1,,,12.719,23.50501
C1,,,12.72,23.49086
C1,,,12.721,23.47281
C1,,,12.722,23.44441
C1,,,12.722,23.42857
C1,,,12.723,23.41199
C1,,,12.724,23.37909
C1,,,12.725,23.38931
C1,,,12.726,23.3962
C1,,,12.726,23.36583
C1,,,12.727,23.33328
C1,,,12.728,23.30441
C1,,,12.729,23.29059
C1,,,12.73,23.2852
C1,,,12.731,23.23402
C1,,,12.731,23.20947
C1,,,12.732,23.20539
C1,,,12.733,23.19608
C1,,,12.734,23.17881
C1,,,12.735,23.14763
C1,,,12.736,23.1479
C1,,,12.736,23.14626
C1,,,12.737,23.13832
C1,,,12.738,23.09528
C1,,,12.739,23.05992
C1,,,12.74,23.04964
C1,,,12.741,23.01791
C1,,,12.741,22.9885
C1,,,12.742,22.98208
C1,,,12.743,22.9562
C1,,,12.744,22.91204
C1,,,12.745,22.91447
C1,,,12.746,22.8922
C1,,,12.746,22.87847
C1,,,12.747,22.9078
C1,,,12.748,22.87558
C1,,,12.749,22.82545
C1,,,12.75,22.8145
C1,,,12.751,22.79667
C1,,,12.751,22.78383
C1,,,12.752,22.7589
C1,,,12.753,22.72144
C1,,,12.754,22.71663
C1,,,12.755,22.69831
C1,,,12.756,22.65171
C1,,,12.756,22.6347
C1,,,12.757,22.60569
C1,,,12.758,22.56765
C1,,,12.759,22.59829
C1,,,12.76,22.60955
C1,,,12.761,22.57265
C1,,,12.761,22.54521
C1,,,12.762,22.5277
C1,,,12.763,22.51209
C1,,,12.764,22.4923
C1,,,12.765,22.45357
C1,,,12.766,22.42605
C1,,,12.766,22.42852
C1,,,12.767,22.41299
C1,,,12.768,22.4033
C1,,,12.769,22.3928
C1,,,12.77,22.35758
C1,,,12.771,22.32595
C1,,,12.771,22.32676
C1,,,12.772,22.31058
C1,,,12.773,22.26412
C1,,,12.774,22.26101
C1,,,12.775,22.25507
C1,,,12.776,22.22709
C1,,,12.776,22.20174
C1,,,12.777,22.18912
C1,,,12.778,22.19591
C1,,,12.779,22.19254
C1,,,12.78,22.14831
C1,,,12.781,22.12004
C1,,,12.781,22.12047
C1,,,12.782,22.11881
C1,,,12.783,22.10952
C1,,,12.784,22.07148
C1,,,12.785,22.0735
C1,,,12.786,22.07104
C1,,,12.786,22.03176
C1,,,12.787,22.01027
C1,,,12.788,21.96694
C1,,,12.789,21.93361
C1,,,12.79,21.92532
C1,,,12.791,21.91132
C1,,,12.791,21.91763
C1,,,12.792,21.90313
C1,,,12.793,21.86994
C1,,,12.794,21.85064
C1,,,12.795,21.85192
C1,,,12.796,21.85357
C1,,,12.796,21.81455
C1,,,12.797,21.78309
C1,,,12.798,21.79129
C1,,,12.799,21.77767
C1,,,12.8,21.76632
C1,,,12.801,21.7751
C1,,,12.801,21.74695
C1,,,12.802,21.73301
C1,,,12.803,21.71502
C1,,,12.804,21.66058
C1,,,12.805,21.63341
C1,,,12.806,21.61374
C1,,,12.806,21.58912
C1,,,12.807,21.57811
C1,,,12.808,21.55812
C1,,,12.809,21.53088
C1,,,12.81,21.5207
C1,,,12.811,21.5057
C1,,,12.811,21.49839
C1,,,12.812,21.47886
C1,,,12.813,21.45293
C1,,,12.814,21.42314
C1,,,12.815,21.40721
C1,,,12.816,21.39796
C1,,,12.816,21.37854
C1,,,12.817,21.38704
C1,,,12.818,21.36301
C1,,,12.819,21.33589
C1,,,12.82,21.33534
C1,,,12.821,21.31913
C1,,,12.821,21.3137
C1,,,12.822,21.31221
C1,,,12.823,21.27916
C1,,,12.824,21.24134
C1,,,12.825,21.2335
C1,,,12.826,21.22437
C1,,,12.826,21.19211
C1,,,12.827,21.1614
C1,,,12.828,21.15225
C1,,,12.829,21.15322
C1,,,12.83,21.15154
C1,,,12.831,21.12815
C1,,,12.831,21.10167
C1,,,12.832,21.09239
C1,,,12.833,21.07863
C1,,,12.834,21.09355
C1,,,12.835,21.08561
C1,,,12.836,21.0538
C1,,,12.836,21.03881
C1,,,12.837,21.03494
C1,,,12.838,21.02426
C1,,,12.839,20.99562
C1,,,12.84,20.96691
C1,,,12.841,20.92984
C1,,,12.841,20.91078
C1,,,12.842,20.89756
C1,,,12.843,20.89147
C1,,,12.844,20.89005
C1,,,12.845,20.88155
C1,,,12.846,20.87753
C1,,,12.846,20.8422
C1,,,12.847,20.81931
C1,,,12.848,20.80171
C1,,,12.849,20.78697
C1,,,12.85,20.76977
C1,,,12.851,20.7437
C1,,,12.851,20.73494
C1,,,12.852,20.72681
C1,,,12.853,20.72715
C1,,,12.854,20.71212
C1,,,12.855,20.66645
C1,,,12.856,20.6375
C1,,,12.856,20.65062
C1,,,12.857,20.65367
C1,,,12.858,20.64112
C1,,,12.859,20.60754
C1,,,12.86,20.58015
C1,,,12.861,20.56693
C1,,,12.861,20.54976
C1,,,12.862,20.53422
C1,,,12.863,20.55314
C1,,,12.864,20.5577
C1,,,12.865,20.51631
C1,,,12.866,20.49771
C1,,,12.866,20.46911
C1,,,12.867,20.45
C1,,,12.868,20.44284
C1,,,12.869,20.4281
C1,,,12.87,20.41602
C1,,,12.87,20.41035
C1,,,12.871,20.37822
C1,,,12.872,20.35359
C1,,,12.873,20.3433
C1,,,12.874,20.35028
C1,,,12.875,20.36449
C1,,,12.875,20.33459
C1,,,12.876,20.31861
C1,,,12.877,20.30822
C1,,,12.878,20.2583
C1,,,12.879,20.20615
C1,,,12.88,20.22427
C1,,,12.88,20.23702
C1,,,12.881,20.22776
C1,,,12.882,20.2091
C1,,,12.883,20.18738
C1,,,12.884,20.18499
C1,,,12.885,20.18091
C1,,,12.885,20.16728
C1,,,12.886,20.14478
C1,,,12.887,20.11891
C1,,,12.888,20.11021
C1,,,12.889,20.11558
C1,,,12.89,20.09773
C1,,,12.89,20.07807
C1,,,12.891,20.07389
C1,,,12.892,20.05136
C1,,,12.893,20.01448
C1,,,12.894,20.01291
C1,,,12.895,20.02959
C1,,,12.895,20.02663
C1,,,12.896,19.99904
C1,,,12.897,19.96429
C1,,,12.898,19.96147
C1,,,12.899,19.95774
C1,,,12.9,19.93533
C1,,,12.9,19.91402
C1,,,12.901,19.88585
C1,,,12.902,19.86973
C1,,,12.903,19.87951
C1,,,12.904,19.8687
C1,,,12.905,19.83371
C1,,,12.905,19.81608
C1,,,12.906,19.82973
C1,,,12.907,19.84728
C1,,,12.908,19.80871
C1,,,12.909,19.77785
C1,,,12.91,19.788
C1,,,12.91,19.77396
C1,,,12.911,19.73667
C1,,,12.912,19.71428
C1,,,12.913,19.70929
C1,,,12.914,19.71913
C1,,,12.915,19.71087
C1,,,12.915,19.68858
C1,,,12.916,19.65499
C1,,,12.917,19.65702
C1,,,12.918,19.67841
C1,,,12.919,19.64233
C1,,,12.92,19.60885
C1,,,12.92,19.6064
C1,,,12.921,19.61738
C1,,,12.922,19.59158
C1,,,12.923,19.55536
C1,,,12.924,19.55296
C1,,,12.925,19.53441
C1,,,12.925,19.51463
C1,,,12.926,19.50809
C1,,,12.927,19.49491
C1,,,12.928,19.48152
C1,,,12.929,19.46759
C1,,,12.93,19.46749
C1,,,12.93,19.4615
C1,,,12.931,19.44269
C1,,,12.932,19.4479
C1,,,12.933,19.43508
C1,,,12.934,19.39824
C1,,,12.935,19.38437
C1,,,12.935,19.36244
C1,,,12.936,19.34933
C1,,,12.937,19.35048
C1,,,12.938,19.35286
C1,,,12.939,19.35228
C1,,,12.94,19.34601
C1,,,12.94,19.34134
C1,,,12.941,19.33565
C1,,,12.942,19.32378
C1,,,12.943,19.30187
C1,,,12.944,19.27674
C1,,,12.945,19.26416
C1,,,12.945,19.25598
C1,,,12.946,19.23256
C1,,,12.947,19.21745
C1,,,12.948,19.21472
C1,,,12.949,19.20587
C1,,,12.95,19.21655
C1,,,12.95,19.20983
C1,,,12.951,19.17793
C1,,,12.952,19.15927
C1,,,12.953,19.13438
C1,,,12.954,19.1254
C1,,,12.955,19.10659
C1,,,12.955,19.05845
C1,,,12.956,19.05229
C1,,,12.957,19.0683
C1,,,12.958,19.05655
C1,,,12.959,19.0379
C1,,,12.96,19.03204
C1,,,12.96,19.04011
C1,,,12.961,19.02881
C1,,,12.962,19.01671
C1,,,12.963,19.00867
C1,,,12.964,19.00165
C1,,,12.965,19.00077
C1,,,12.965,18.99535
C1,,,12.966,18.9843
C1,,,12.967,18.97253
C1,,,12.968,18.94968
C1,,,12.969,18.94371
C1,,,12.97,18.93705
C1,,,12.97,18.91312
C1,,,12.971,18.90239
C1,,,12.972,18.88618
C1,,,12.973,18.87294
C1,,,12.974,18.86752
C1,,,12.975,18.86125
C1,,,12.975,18.8505
C1,,,12.976,18.83088
C1,,,12.977,18.81229
C1,,,12.978,18.79929
C1,,,12.979,18.76516
C1,,,12.98,18.77774
C1,,,12.98,18.80566
C1,,,12.981,18.8022
C1,,,12.982,18.79021
C1,,,12.983,18.75563
C1,,,12.984,18.73594
C1,,,12.985,18.72085
C1,,,12.985,18.69848
C1,,,12.986,18.71525
C1,,,12.987,18.7326
C1,,,12.988,18.71766
C1,,,12.989,18.67443
C1,,,12.99,18.64852
C1,,,12.99,18.66218
C1,,,12.991,18.67876
C1,,,12.992,18.65918
C1,,,12.993,18.63189
C1,,,12.994,18.63557
C1,,,12.995,18.63705
C1,,,12.995,18.61208
C1,,,12.996,18.60022
C1,,,12.997,18.59044
C1,,,12.998,18.56898
C1,,,12.999,18.56211
C1,,,13,18.54516
C1,,,13,18.52883
C1,,,13.001,18.53335
C1,,,13.002,18.53794
C1,,,13.003,18.52284
C1,,,13.004,18.50204
C1,,,13.005,18.48829
C1,,,13.005,18.49617
C1,,,13.006,18.50167
C1,,,13.007,18.48487
C1,,,13.008,18.45118
C1,,,13.009,18.44663
C1,,,13.01,18.44782
C1,,,13.01,18.42421
C1,,,13.011,18.42502
C1,,,13.012,18.41737
C1,,,13.013,18.39311
C1,,,13.014,18.38331
C1,,,13.014,18.37845
C1,,,13.015,18.37584
C1,,,13.016,18.3717
C1,,,13.017,18.3572
C1,,,13.018,18.36274
C1,,,13.019,18.35435
C1,,,13.019,18.33066
C1,,,13.02,18.32256
C1,,,13.021,18.31771
C1,,,13.022,18.30271
C1,,,13.023,18.29195
C1,,,13.024,18.29654
C1,,,13.024,18.2966
C1,,,13.025,18.28322
C1,,,13.026,18.25564
C1,,,13.027,18.23401
C1,,,13.028,18.21885
C1,,,13.029,18.201
C1,,,13.029,18.18299
C1,,,13.03,18.18541
C1,,,13.031,18.2076
C1,,,13.032,18.23135
C1,,,13.033,18.20753
C1,,,13.034,18.17137
C1,,,13.034,18.16942
C1,,,13.035,18.15597
C1,,,13.036,18.14185
C1,,,13.037,18.12513
C1,,,13.038,18.10815
C1,,,13.039,18.08025
C1,,,13.039,18.04628
C1,,,13.04,18.05449
C1,,,13.041,18.07579
C1,,,13.042,18.0707
C1,,,13.043,18.05172
C1,,,13.044,18.0249
C1,,,13.044,18.01073
C1,,,13.045,18.02313
C1,,,13.046,18.04271
C1,,,13.047,18.05328
C1,,,13.048,18.0448
C1,,,13.049,18.02566
C1,,,13.049,18.01795
C1,,,13.05,18.01293
C1,,,13.051,17.98874
C1,,,13.052,17.94431
C1,,,13.053,17.92545
C1,,,13.054,17.94321
C1,,,13.054,17.93295
C1,,,13.055,17.90953
C1,,,13.056,17.93222
C1,,,13.057,17.95213
C1,,,13.058,17.93141
C1,,,13.059,17.91796
C1,,,13.059,17.90687
C1,,,13.06,17.8827
C1,,,13.061,17.8688
C1,,,13.062,17.85331
C1,,,13.063,17.83715
C1,,,13.064,17.81586
C1,,,13.064,17.80764
C1,,,13.065,17.82646
C1,,,13.066,17.82837
C1,,,13.067,17.8285
C1,,,13.068,17.82261
C1,,,13.069,17.80805
C1,,,13.069,17.79783
C1,,,13.07,17.78886
C1,,,13.071,17.78334
C1,,,13.072,17.77527
C1,,,13.073,17.77193
C1,,,13.074,17.77943
C1,,,13.074,17.77746
C1,,,13.075,17.75123
C1,,,13.076,17.73394
C1,,,13.077,17.72713
C1,,,13.078,17.71976
C1,,,13.079,17.72147
C1,,,13.079,17.7032
C1,,,13.08,17.6825
C1,,,13.081,17.67316
C1,,,13.082,17.66838
C1,,,13.083,17.68773
C1,,,13.084,17.6797
C1,,,13.084,17.66315
C1,,,13.085,17.64544
C1,,,13.086,17.62027
C1,,,13.087,17.62306
C1,,,13.088,17.61915
C1,,,13.089,17.60464
C1,,,13.089,17.59933
C1,,,13.09,17.60261
C1,,,13.091,17.60719
C1,,,13.092,17.59272
C1,,,13.093,17.58463
C1,,,13.094,17.58171
C1,,,13.094,17.57378
C1,,,13.095,17.55989
C1,,,13.096,17.5455
C1,,,13.097,17.54836
C1,,,13.098,17.56028
C1,,,13.099,17.57257
C1,,,13.099,17.56216
C1,,,13.1,17.53618
C1,,,13.101,17.5223
C1,,,13.102,17.51448
C1,,,13.103,17.50636
C1,,,13.104,17.49733
C1,,,13.104,17.49624
C1,,,13.105,17.50134
C1,,,13.106,17.49135
C1,,,13.107,17.47127
C1,,,13.108,17.46666
C1,,,13.109,17.46381
C1,,,13.109,17.45247
C1,,,13.11,17.44364
C1,,,13.111,17.42286
C1,,,13.112,17.39504
C1,,,13.113,17.38858
C1,,,13.114,17.41686
C1,,,13.114,17.44893
C1,,,13.115,17.45897
C1,,,13.116,17.44806
C1,,,13.117,17.43632
C1,,,13.118,17.42631
C1,,,13.119,17.4056
C1,,,13.119,17.36585
C1,,,13.12,17.33803
C1,,,13.121,17.34741
C1,,,13.122,17.34333
C1,,,13.123,17.34392
C1,,,13.124,17.35731
C1,,,13.124,17.3516
C1,,,13.125,17.31984
C1,,,13.126,17.30141
C1,,,13.127,17.31786
C1,,,13.128,17.33717
C1,,,13.129,17.33342
C1,,,13.129,17.31332
C1,,,13.13,17.3017
C1,,,13.131,17.30146
C1,,,13.132,17.31096
C1,,,13.133,17.30516
C1,,,13.134,17.27656
C1,,,13.134,17.25907
C1,,,13.135,17.26991
C1,,,13.136,17.28266
C1,,,13.137,17.28169
C1,,,13.138,17.26667
C1,,,13.139,17.26399
C1,,,13.139,17.27033
C1,,,13.14,17.26456
C1,,,13.141,17.25523
C1,,,13.142,17.24054
C1,,,13.143,17.2225
C1,,,13.144,17.20469
C1,,,13.144,17.19053
C1,,,13.145,17.19113
C1,,,13.146,17.20669
C1,,,13.147,17.21972
C1,,,13.148,17.2242
C1,,,13.149,17.22149
C1,,,13.149,17.19847
C1,,,13.15,17.17034
C1,,,13.151,17.16275
C1,,,13.152,17.16727
C1,,,13.153,17.17262
C1,,,13.153,17.17748
C1,,,13.154,17.16117
C1,,,13.155,17.15568
C1,,,13.156,17.16477
C1,,,13.157,17.14918
C1,,,13.158,17.11975
C1,,,13.158,17.1065
C1,,,13.159,17.12249
C1,,,13.16,17.12589
C1,,,13.161,17.10976
C1,,,13.162,17.10188
C1,,,13.163,17.08904
C1,,,13.163,17.08591
C1,,,13.164,17.08698
C1,,,13.165,17.07736
C1,,,13.166,17.0919
C1,,,13.167,17.10741
C1,,,13.168,17.09226
C1,,,13.168,17.08494
C1,,,13.169,17.09578
C1,,,13.17,17.0928
C1,,,13.171,17.06685
C1,,,13.172,17.03712
C1,,,13.173,17.02884
C1,,,13.173,17.03838
C1,,,13.174,17.03993
C1,,,13.175,17.03288
C1,,,13.176,17.02923
C1,,,13.177,17.02616
C1,,,13.178,17.01726
C1,,,13.178,17.01779
C1,,,13.179,17.02251
C1,,,13.18,17.01762
C1,,,13.181,17.01501
C1,,,13.182,17.0073
C1,,,13.183,16.98919
C1,,,13.183,16.98577
C1,,,13.184,16.98126
C1,,,13.185,16.94459
C1,,,13.186,16.91565
C1,,,13.187,16.91281
C1,,,13.188,16.93077
C1,,,13.188,16.96404
C1,,,13.189,16.96667
C1,,,13.19,16.94376
C1,,,13.191,16.92962
C1,,,13.192,16.93307
C1,,,13.193,16.94216
C1,,,13.193,16.93607
C1,,,13.194,16.93168
C1,,,13.195,16.93144
C1,,,13.196,16.92977
C1,,,13.197,16.90848
C1,,,13.198,16.88602
C1,,,13.198,16.90396
C1,,,13.199,16.91723
C1,,,13.2,16.91166
C1,,,13.201,16.90694
C1,,,13.202,16.88677
C1,,,13.203,16.88417
C1,,,13.203,16.889
C1,,,13.204,16.87252
C1,,,13.205,16.85498
C1,,,13.206,16.87156
C1,,,13.207,16.8919
C1,,,13.208,16.89109
C1,,,13.208,16.8692
C1,,,13.209,16.8496
C1,,,13.21,16.84782
C1,,,13.211,16.85301
C1,,,13.212,16.84614
C1,,,13.213,16.8338
C1,,,13.213,16.83527
C1,,,13.214,16.85048
C1,,,13.215,16.8652
C1,,,13.216,16.85949
C1,,,13.217,16.84508
C1,,,13.218,16.84032
C1,,,13.218,16.83444
C1,,,13.219,16.82052
C1,,,13.22,16.82079
C1,,,13.221,16.82545
C1,,,13.222,16.80595
C1,,,13.223,16.79786
C1,,,13.223,16.81831
C1,,,13.224,16.82374
C1,,,13.225,16.81002
C1,,,13.226,16.80377
C1,,,13.227,16.79084
C1,,,13.228,16.7636
C1,,,13.228,16.75175
C1,,,13.229,16.76884
C1,,,13.23,16.78763
C1,,,13.231,16.7872
C1,,,13.232,16.77638
C1,,,13.233,16.75483
C1,,,13.233,16.74387
C1,,,13.234,16.76205
C1,,,13.235,16.76315
C1,,,13.236,16.74444
C1,,,13.237,16.7389
C1,,,13.238,16.73549
C1,,,13.238,16.72795
C1,,,13.239,16.72817
C1,,,13.24,16.72677
C1,,,13.241,16.71518
C1,,,13.242,16.72135
C1,,,13.243,16.74014
C1,,,13.243,16.72845
C1,,,13.244,16.70721
C1,,,13.245,16.70894
C1,,,13.246,16.70082
C1,,,13.247,16.6955
C1,,,13.248,16.68895
C1,,,13.248,16.67835
C1,,,13.249,16.70067
C1,,,13.25,16.69916
C1,,,13.251,16.6816
C1,,,13.252,16.69357
C1,,,13.253,16.70316
C1,,,13.253,16.69691
C1,,,13.254,16.67146
C1,,,13.255,16.64839
C1,,,13.256,16.65631
C1,,,13.257,16.68322
C1,,,13.258,16.69665
C1,,,13.258,16.68365
C1,,,13.259,16.67392
C1,,,13.26,16.68646
C1,,,13.261,16.70392
C1,,,13.262,16.69924
C1,,,13.263,16.66586
C1,,,13.263,16.64526
C1,,,13.264,16.64421
C1,,,13.265,16.65326
C1,,,13.266,16.65952
C1,,,13.267,16.65754
C1,,,13.268,16.66478
C1,,,13.268,16.66805
C1,,,13.269,16.65558
C1,,,13.27,16.66599
C1,,,13.271,16.6695
C1,,,13.272,16.65269
C1,,,13.273,16.65828
C1,,,13.273,16.67323
C1,,,13.274,16.65508
C1,,,13.275,16.62833
C1,,,13.276,16.64281
C1,,,13.277,16.64395
C1,,,13.278,16.63795
C1,,,13.278,16.65119
C1,,,13.279,16.64678
C1,,,13.28,16.62668
C1,,,13.281,16.62482
C1,,,13.282,16.65414
C1,,,13.283,16.66825
C1,,,13.283,16.65504
C1,,,13.284,16.64488
C1,,,13.285,16.64972
C1,,,13.286,16.65241
C1,,,13.287,16.63866
C1,,,13.288,16.63464
C1,,,13.288,16.63878
C1,,,13.289,16.63595
C1,,,13.29,16.61165
C1,,,13.291,16.60298
C1,,,13.292,16.63961
C1,,,13.293,16.64636
C1,,,13.293,16.63303
C1,,,13.294,16.64475
C1,,,13.295,16.65271
C1,,,13.296,16.63905
C1,,,13.297,16.6236
C1,,,13.297,16.6186
C1,,,13.298,16.61022
C1,,,13.299,16.60198
C1,,,13.3,16.605
C1,,,13.301,16.63034
C1,,,13.302,16.64777
C1,,,13.302,16.6285
C1,,,13.303,16.62137
C1,,,13.304,16.6272
C1,,,13.305,16.62651
C1,,,13.306,16.62812
C1,,,13.307,16.62349
C1,,,13.307,16.61056
C1,,,13.308,16.62516
C1,,,13.309,16.66461
C1,,,13.31,16.67314
C1,,,13.311,16.65262
C1,,,13.312,16.63155
C1,,,13.312,16.62388
C1,,,13.313,16.62021
C1,,,13.314,16.62715
C1,,,13.315,16.62848
C1,,,13.316,16.63491
C1,,,13.317,16.62795
C1,,,13.317,16.61178
C1,,,13.318,16.62712
C1,,,13.319,16.6313
C1,,,13.32,16.63593
C1,,,13.321,16.63775
C1,,,13.322,16.61777
C1,,,13.322,16.59107
C1,,,13.323,16.59517
C1,,,13.324,16.60597
C1,,,13.325,16.60966
C1,,,13.326,16.61659
C1,,,13.327,16.62417
C1,,,13.327,16.63763
C1,,,13.328,16.6404
C1,,,13.329,16.61835
C1,,,13.33,16.61628
C1,,,13.331,16.6417
C1,,,13.332,16.6462
C1,,,13.332,16.64317
C1,,,13.333,16.65124
C1,,,13.334,16.64776
C1,,,13.335,16.64396
C1,,,13.336,16.64678
C1,,,13.337,16.64914
C1,,,13.337,16.64463
C1,,,13.338,16.62112
C1,,,13.339,16.60788
C1,,,13.34,16.63455
C1,,,13.341,16.66368
C1,,,13.342,16.65388
C1,,,13.342,16.62013
C1,,,13.343,16.60373
C1,,,13.344,16.61727
C1,,,13.345,16.63184
C1,,,13.346,16.63205
C1,,,13.347,16.63164
C1,,,13.347,16.63862
C1,,,13.348,16.6344
C1,,,13.349,16.62092
C1,,,13.35,16.63871
C1,,,13.351,16.67599
C1,,,13.352,16.6695
C1,,,13.352,16.64597
C1,,,13.353,16.63027
C1,,,13.354,16.62469
C1,,,13.355,16.63384
C1,,,13.356,16.6302
C1,,,13.357,16.63402
C1,,,13.357,16.63434
C1,,,13.358,16.63259
C1,,,13.359,16.66005
C1,,,13.36,16.68317
C1,,,13.361,16.66322
C1,,,13.362,16.64228
C1,,,13.362,16.65862
C1,,,13.363,16.68255
C1,,,13.364,16.67658
C1,,,13.365,16.65928
C1,,,13.366,16.67491
C1,,,13.367,16.68344
C1,,,13.367,16.70678
C1,,,13.368,16.73281
C1,,,13.369,16.74609
C1,,,13.37,16.71703
C1,,,13.371,16.68052
C1,,,13.372,16.67664
C1,,,13.372,16.68271
C1,,,13.373,16.6883
C1,,,13.374,16.68695
C1,,,13.375,16.70169
C1,,,13.376,16.71595
C1,,,13.377,16.71639
C1,,,13.377,16.72603
C1,,,13.378,16.7293
C1,,,13.379,16.72095
C1,,,13.38,16.72904
C1,,,13.381,16.73995
C1,,,13.382,16.74251
C1,,,13.382,16.73242
C1,,,13.383,16.74179
C1,,,13.384,16.7512
C1,,,13.385,16.72918
C1,,,13.386,16.73166
C1,,,13.387,16.74984
C1,,,13.387,16.74459
C1,,,13.388,16.7253
C1,,,13.389,16.70941
C1,,,13.39,16.70565
C1,,,13.391,16.71741
C1,,,13.392,16.70754
C1,,,13.392,16.70815
C1,,,13.393,16.729
C1,,,13.394,16.73385
C1,,,13.395,16.74846
C1,,,13.396,16.74941
C1,,,13.397,16.74281
C1,,,13.397,16.748
C1,,,13.398,16.74842
C1,,,13.399,16.7656
C1,,,13.4,16.77978
C1,,,13.401,16.79508
C1,,,13.402,16.81542
C1,,,13.402,16.80193
C1,,,13.403,16.79447
C1,,,13.404,16.80518
C1,,,13.405,16.79533
C1,,,13.406,16.7794
C1,,,13.407,16.77063
C1,,,13.407,16.77139
C1,,,13.408,16.79165
C1,,,13.409,16.80841
C1,,,13.41,16.8166
C1,,,13.411,16.81477
C1,,,13.412,16.80313
C1,,,13.412,16.8092
C1,,,13.413,16.81727
C1,,,13.414,16.81346
C1,,,13.415,16.80816
C1,,,13.416,16.81303
C1,,,13.417,16.83502
C1,,,13.417,16.83887
C1,,,13.418,16.82149
C1,,,13.419,16.82731
C1,,,13.42,16.84679
C1,,,13.421,16.86768
C1,,,13.422,16.86925
C1,,,13.422,16.86436
C1,,,13.423,16.85652
C1,,,13.424,16.8496
C1,,,13.425,16.86918
C1,,,13.426,16.8992
C1,,,13.427,16.91324
C1,,,13.427,16.91567
C1,,,13.428,16.93124
C1,,,13.429,16.94766
C1,,,13.43,16.9275
C1,,,13.431,16.91689
C1,,,13.432,16.92171
C1,,,13.432,16.90989
C1,,,13.433,16.91709
C1,,,13.434,16.91537
C1,,,13.435,16.89116
C1,,,13.436,16.91724
C1,,,13.437,16.92669
C1,,,13.437,16.91713
C1,,,13.438,16.91426
C1,,,13.439,16.91654
C1,,,13.44,16.95722
C1,,,13.441,16.97887
C1,,,13.441,16.98247
C1,,,13.442,16.96925
C1,,,13.443,16.97419
C1,,,13.444,16.98561
C1,,,13.445,16.97133
C1,,,13.446,16.97588
C1,,,13.446,17.00075
C1,,,13.447,17.00448
C1,,,13.448,17.01131
C1,,,13.449,17.00891
C1,,,13.45,16.99386
C1,,,13.451,16.99801
C1,,,13.451,16.99556
C1,,,13.452,16.98714
C1,,,13.453,17.01017
C1,,,13.454,17.03961
C1,,,13.455,17.04149
C1,,,13.456,17.03367
C1,,,13.456,17.04228
C1,,,13.457,17.03967
C1,,,13.458,17.04637
C1,,,13.459,17.05665
C1,,,13.46,17.05082
C1,,,13.461,17.07886
C1,,,13.461,17.11112
C1,,,13.462,17.10384
C1,,,13.463,17.07874
C1,,,13.464,17.08189
C1,,,13.465,17.08388
C1,,,13.466,17.09932
C1,,,13.466,17.11079
C1,,,13.467,17.11366
C1,,,13.468,17.12558
C1,,,13.469,17.11466
C1,,,13.47,17.11056
C1,,,13.471,17.12147
C1,,,13.471,17.13471
C1,,,13.472,17.15021
C1,,,13.473,17.1647
C1,,,13.474,17.16436
C1,,,13.475,17.16285
C1,,,13.476,17.18348
C1,,,13.476,17.1958
C1,,,13.477,17.19554
C1,,,13.478,17.23225
C1,,,13.479,17.23585
C1,,,13.48,17.22214
C1,,,13.481,17.25367
C1,,,13.481,17.25324
C1,,,13.482,17.24254
C1,,,13.483,17.24707
C1,,,13.484,17.21862
C1,,,13.485,17.23495
C1,,,13.486,17.26785
C1,,,13.486,17.27019
C1,,,13.487,17.27863
C1,,,13.488,17.27852
C1,,,13.489,17.25786
C1,,,13.49,17.24179
C1,,,13.491,17.25823
C1,,,13.491,17.28665
C1,,,13.492,17.30415
C1,,,13.493,17.29599
C1,,,13.494,17.29287
C1,,,13.495,17.28833
C1,,,13.496,17.29018
C1,,,13.496,17.3097
C1,,,13.497,17.3167
C1,,,13.498,17.31925
C1,,,13.499,17.3345
C1,,,13.5,17.36252
C1,,,13.501,17.37463
C1,,,13.501,17.37166
